age,gpa,application_order,study_time_week,daytime/evening_classes,attendance,extracurriculars,previous_qualification,displaced,entertainment_hours,work,average_sleep,mental_health
19,2.93,1,7.2950795537792565,1,13.0,0,14,0,9.0,0,6,2.675
18,2.37,1,3.548762688365563,1,5.0,0,1,0,4.0,0,6,4.074999999999999
40,0.0,4,5.1415445539914995,0,20.0,1,9,0,5.0,0,8,10.0
19,2.58,2,4.072839800259193,1,30.0,1,1,1,5.0,0,8,3.55
38,2.63,1,3.3098073508903436,1,8.0,0,1,0,3.0,0,6,3.4250000000000003
32,2.32,1,2.7336109614604513,1,16.0,1,3,0,8.0,1,7,4.2
19,2.21,1,10.079343547689392,1,11.0,1,1,1,7.0,0,7,4.475
19,2.69,3,5.6789815110597806,1,20.0,1,1,1,6.0,1,7,3.2750000000000004
35,0.0,1,4.223093753505199,1,30.0,1,1,0,5.0,1,6,10.0
20,2.35,1,7.75672818016385,1,28.0,0,1,1,7.0,0,7,4.125
29,2.25,1,1.1793120470640401,1,30.0,1,1,0,6.0,0,6,4.375
29,2.16,1,4.365775199023344,0,3.0,0,1,0,5.0,1,5,4.6
19,2.55,5,2.2974953893059564,1,6.0,0,1,1,10.0,0,7,3.6250000000000004
18,2.76,6,12.830949191743443,1,24.0,1,1,1,4.0,1,6,3.1000000000000005
25,2.68,1,5.924358397838243,0,22.0,1,12,0,5.0,1,5,3.3
50,0.0,1,3.6537417236688867,0,29.0,1,12,0,9.0,1,5,10.0
24,2.42,1,2.7598143969768496,1,10.0,1,1,0,5.0,0,9,3.95
18,0.0,5,8.33161754141065,1,27.0,0,1,0,7.0,0,8,10.0
20,3.01,1,12.069888213911042,1,23.0,0,1,1,8.0,0,7,2.4750000000000005
20,2.96,1,4.267532487034776,1,23.0,1,1,1,7.0,1,8,2.6
21,2.39,1,2.2949044719682155,0,22.0,1,1,0,7.0,0,9,4.0249999999999995
28,2.1,1,8.48918753734711,1,13.0,1,1,0,5.0,1,6,4.75
19,2.62,1,5.222820312463226,1,11.0,0,1,0,3.0,0,5,3.4499999999999997
18,2.59,1,6.772049309625676,1,22.0,0,1,0,6.0,1,5,3.5250000000000004
22,0.0,1,7.378234455797062,1,21.0,1,1,0,8.0,0,8,10.0
25,0.0,1,6.659942913794589,1,22.0,1,14,0,8.0,1,7,10.0
37,2.59,1,3.0981605906775336,1,23.0,1,1,0,8.0,1,7,3.5250000000000004
38,2.4,1,6.524664864727968,1,19.0,0,1,0,7.0,1,6,4.0
36,2.27,1,7.704096885510548,1,13.0,0,1,0,6.0,1,4,4.325
18,2.6,2,1.3447446069874947,1,1.0,0,1,1,5.0,1,7,3.5
19,0.0,1,1.7755189682366537,1,0.0,1,1,0,7.0,1,6,10.0
24,2.48,1,3.820264107165998,1,16.0,0,1,0,9.0,0,7,3.8
20,2.32,1,4.009036977738093,1,19.0,1,1,0,6.0,1,7,4.2
21,0.0,1,4.942616342567034,1,8.0,0,1,1,8.0,1,10,10.0
32,0.0,3,7.620153434086912,0,16.0,0,1,1,8.0,0,7,10.0
39,1.0,1,13.168766630528712,0,24.0,0,12,0,6.0,0,7,7.5
33,0.0,1,4.5561719783989405,1,25.0,1,3,0,5.0,1,6,10.0
20,2.32,2,11.182800848189757,1,18.0,0,1,0,6.0,0,6,4.2
19,2.96,1,6.407372837818799,1,1.0,1,1,0,6.0,1,6,2.6
43,2.23,1,3.788606227619974,0,10.0,1,1,0,4.0,1,7,4.425
49,2.49,1,3.0289385887544062,0,25.0,1,1,0,5.0,1,5,3.7749999999999995
18,2.62,2,4.2099455537136805,1,10.0,0,1,1,7.0,0,7,3.4499999999999997
27,0.0,1,4.8395280535817085,1,3.0,1,1,0,7.0,0,6,10.0
19,2.62,1,7.840568345208672,1,0.0,0,1,1,6.0,1,7,3.4499999999999997
45,1.35,1,10.736533261809543,1,0.0,1,1,0,8.0,0,5,6.625
19,2.6,1,5.408514705625379,1,19.0,0,1,1,3.0,0,9,3.5
21,2.35,1,9.87082299740837,1,1.0,0,14,0,8.0,1,6,4.125
18,2.52,1,4.743442685910763,1,6.0,0,1,0,4.0,0,6,3.7
18,0.0,3,4.670942495799454,1,14.0,1,1,0,1.0,1,8,10.0
29,0.0,1,3.7975756020523743,1,10.0,1,1,0,7.0,1,7,10.0
19,2.31,1,5.900140509554591,1,20.0,0,1,0,5.0,0,7,4.225
18,2.35,1,4.923023571138405,1,5.0,1,1,1,9.0,1,7,4.125
22,2.47,1,6.690605660460899,1,19.0,0,14,0,9.0,0,8,3.8249999999999993
18,2.55,6,7.182093018346621,1,21.0,0,1,1,8.0,1,5,3.6250000000000004
20,2.74,1,2.2877358838379185,1,30.0,0,14,0,8.0,1,6,3.1499999999999995
20,0.0,1,5.399160351921259,1,9.0,0,1,1,4.0,0,6,10.0
29,1.4,1,5.193211199405381,1,6.0,1,12,0,8.0,0,5,6.5
29,2.29,1,2.8865818896072053,1,7.0,0,1,1,4.0,0,8,4.275
23,2.42,1,3.6150329612657837,1,3.0,1,1,1,4.0,1,5,3.95
19,0.0,1,2.035082633346627,1,26.0,1,1,1,7.0,1,8,10.0
18,1.2,1,8.281393920210952,1,1.0,1,1,1,3.0,1,7,7.0
22,2.4,1,7.205777739528223,1,23.0,1,1,1,5.0,1,7,4.0
34,2.32,1,2.9939254688422086,0,23.0,1,1,1,4.0,1,8,4.2
26,2.63,1,6.471617464651897,0,27.0,1,4,0,8.0,1,5,3.4250000000000003
24,2.29,1,2.2998172369139183,1,25.0,1,1,1,3.0,1,5,4.275
17,2.83,1,4.524795636897388,1,26.0,0,1,1,4.0,0,7,2.925
21,2.03,4,1.0395549365315098,1,28.0,1,1,0,5.0,1,7,4.925000000000001
34,2.88,1,7.210427195360096,0,13.0,1,1,0,8.0,0,4,2.8000000000000003
19,2.62,1,7.989872392770932,1,15.0,1,14,1,4.0,0,7,3.4499999999999997
49,2.28,1,4.899294944938266,1,13.0,0,1,0,6.0,0,7,4.300000000000001
23,2.41,1,2.0558214340896397,1,17.0,1,1,0,5.0,1,8,3.9749999999999996
18,2.58,3,2.5231314002724305,1,13.0,1,1,1,3.0,0,6,3.55
20,2.62,1,10.038744027740137,1,29.0,0,1,0,5.0,1,4,3.4499999999999997
19,2.71,3,6.710246332748576,1,3.0,1,1,1,7.0,1,8,3.225
24,2.64,1,3.526549376822476,1,17.0,0,14,1,6.0,1,7,3.3999999999999995
18,2.84,1,5.946199943626801,1,21.0,1,1,1,2.0,0,6,2.9000000000000004
45,0.0,1,4.235465273269138,1,21.0,0,12,0,9.0,1,5,10.0
30,1.1,1,4.223034416581645,0,11.0,1,1,1,2.0,0,7,7.25
28,2.33,1,7.590371139567886,0,9.0,0,14,0,6.0,0,7,4.175
40,0.0,1,5.168915145568857,0,9.0,0,1,0,8.0,0,4,10.0
32,0.0,2,7.591903887189969,1,23.0,1,12,0,8.0,1,7,10.0
19,2.28,5,2.597419275513607,1,2.0,0,1,1,4.0,1,6,4.300000000000001
20,2.58,1,8.64067959053973,1,3.0,0,1,1,8.0,1,7,3.55
18,1.0,1,8.205023362315973,1,2.0,0,1,0,7.0,0,6,7.5
20,2.45,1,2.7750573706547863,1,12.0,1,1,0,4.0,1,9,3.8749999999999996
39,2.5,1,11.604270520432884,0,0.0,0,1,0,5.0,0,8,3.75
19,2.73,1,5.372768888967144,1,16.0,1,1,0,10.0,1,9,3.175
38,2.18,1,3.7301247401380393,0,27.0,1,9,0,8.0,1,6,4.55
18,2.65,3,3.0850390149591647,1,0.0,1,1,1,6.0,1,6,3.375
18,2.67,4,3.581490684673565,1,5.0,0,1,1,7.0,1,5,3.325
28,0.0,1,3.8201202886404886,1,4.0,1,7,0,4.0,1,7,10.0
31,0.0,1,0.5888385379164801,1,8.0,0,1,1,4.0,0,7,10.0
23,2.7,1,2.9016134644181735,1,15.0,1,1,0,8.0,1,4,3.2499999999999996
21,2.47,1,8.877853644675104,1,27.0,0,1,1,8.0,1,6,3.8249999999999993
33,0.0,1,5.986787833298325,1,19.0,0,12,0,4.0,1,10,10.0
22,2.47,1,4.825615655017233,1,10.0,1,1,0,6.0,0,5,3.8249999999999993
20,3.42,1,5.493967789598358,1,14.0,1,14,1,5.0,1,8,1.4500000000000002
19,2.64,1,9.056545439236054,1,2.0,0,1,0,5.0,0,7,3.3999999999999995
20,2.69,1,3.4981773350071546,1,3.0,0,14,1,7.0,0,7,3.2750000000000004
25,2.3,1,12.937766374462985,1,29.0,1,9,1,4.0,0,7,4.25
25,0.0,1,2.662407668970237,1,19.0,0,1,0,7.0,0,6,10.0
19,2.48,4,7.829822053084568,1,24.0,0,1,1,5.0,1,9,3.8
20,2.71,1,5.915314780417551,1,7.0,1,1,1,7.0,0,8,3.225
33,1.31,1,8.442089001778054,1,9.0,1,12,0,5.0,0,8,6.725
19,2.75,5,5.484777808863742,1,13.0,1,1,1,6.0,0,7,3.125
31,0.0,1,7.892319317275947,1,14.0,1,12,0,7.0,0,7,10.0
24,3.2,1,3.7612373420158907,1,6.0,0,14,0,4.0,1,6,1.9999999999999996
23,0.0,1,4.071280961606662,1,0.0,0,14,0,3.0,1,4,10.0
26,2.13,1,0.20572520793370347,0,11.0,1,1,0,7.0,0,8,4.675000000000001
38,2.9,1,6.394797503813412,1,1.0,1,2,1,7.0,0,9,2.75
20,2.78,6,9.541654553349536,1,8.0,0,1,1,4.0,0,6,3.0500000000000007
20,2.69,5,8.57761593425753,1,25.0,0,1,1,4.0,1,7,3.2750000000000004
25,0.0,1,2.5729226858622054,1,9.0,1,12,0,7.0,0,5,10.0
19,2.32,2,4.371828065243555,1,6.0,1,1,1,5.0,1,8,4.2
18,3.22,1,3.165529570662795,1,22.0,0,1,0,8.0,0,7,1.9499999999999995
28,2.09,1,10.424217871515115,0,13.0,0,9,0,6.0,1,5,4.775
18,0.0,2,5.107804278892731,1,1.0,1,1,1,7.0,0,8,10.0
20,2.67,1,5.106835452943344,1,18.0,0,1,1,4.0,1,7,3.325
18,2.91,1,2.6582530378038967,1,7.0,1,1,0,5.0,0,6,2.7249999999999996
19,2.07,3,2.635421921047728,1,26.0,1,1,1,2.0,1,7,4.825
24,2.05,1,4.8760319885158925,1,16.0,1,1,0,4.0,1,9,4.875
21,0.0,4,6.8687321867348725,1,4.0,0,1,1,6.0,1,8,10.0
20,2.97,1,1.3925105264174134,1,19.0,1,1,0,5.0,1,6,2.5749999999999993
21,2.62,1,5.18292316781751,1,18.0,1,14,1,6.0,0,8,3.4499999999999997
24,2.59,1,8.02014137705629,1,25.0,1,1,0,4.0,0,6,3.5250000000000004
27,0.0,1,10.418415684422634,0,20.0,1,1,0,9.0,1,9,10.0
19,2.3,6,5.899672292258112,1,20.0,1,1,1,4.0,0,6,4.25
39,2.64,1,10.17175415789193,0,24.0,1,1,0,9.0,1,7,3.3999999999999995
25,2.65,1,3.863269549996094,1,10.0,1,1,0,4.0,1,8,3.375
18,0.0,1,3.8579219030592253,1,8.0,0,3,0,6.0,1,7,10.0
19,2.62,1,6.536675006494023,1,4.0,1,1,0,4.0,0,6,3.4499999999999997
21,2.78,1,5.020338917539242,1,16.0,1,1,0,4.0,1,7,3.0500000000000007
27,0.0,1,8.132547108513673,0,9.0,0,15,0,10.0,1,6,10.0
19,0.0,3,8.186387586028122,1,3.0,1,1,1,9.0,1,5,10.0
18,2.63,3,7.443513325552421,1,18.0,1,1,1,7.0,1,6,3.4250000000000003
27,2.55,1,1.3955996317910193,1,1.0,1,3,1,8.0,1,5,3.6250000000000004
18,2.48,3,6.359040607261641,1,26.0,0,1,1,6.0,1,7,3.8
19,2.29,1,3.5206619947188127,1,7.0,0,1,0,4.0,1,6,4.275
19,2.52,1,1.409834908325227,1,15.0,0,14,0,3.0,1,8,3.7
22,2.61,1,7.6168147652575175,1,27.0,1,14,0,6.0,1,5,3.4750000000000005
18,2.57,2,2.1254585226662885,1,25.0,0,1,1,5.0,0,6,3.575
18,2.55,4,10.246778163189541,1,27.0,1,1,1,4.0,0,4,3.6250000000000004
23,2.96,1,3.310182406196873,1,29.0,0,1,0,6.0,0,6,2.6
20,0.0,4,11.205862358658898,1,22.0,0,1,1,8.0,0,6,10.0
18,2.58,3,8.785313224168677,1,8.0,0,1,1,5.0,0,7,3.55
18,2.57,4,8.768950878797451,1,11.0,1,1,1,5.0,1,5,3.575
18,2.38,3,2.922543575679769,1,30.0,0,1,1,2.0,0,4,4.050000000000001
20,2.4,2,7.243724617302533,1,25.0,1,1,1,7.0,0,5,4.0
20,2.56,3,2.7672288302897945,1,26.0,0,1,1,9.0,1,8,3.5999999999999996
21,2.28,1,3.4506146986816333,1,8.0,1,14,0,8.0,1,8,4.300000000000001
22,0.0,1,9.119225650045367,1,17.0,0,1,0,7.0,0,7,10.0
20,3.04,1,8.705826353976851,1,3.0,1,1,1,7.0,0,8,2.4
19,0.0,1,5.23964090559875,1,30.0,0,1,0,3.0,0,6,10.0
19,2.41,1,6.568518712159914,1,9.0,0,14,1,7.0,1,7,3.9749999999999996
20,2.85,1,9.32075310352365,1,29.0,1,1,1,8.0,1,8,2.875
19,2.45,1,2.379480182716017,1,15.0,0,14,1,7.0,1,7,3.8749999999999996
19,2.25,1,2.059105742519784,1,3.0,0,1,1,8.0,1,8,4.375
24,2.5,1,1.8272138516685852,1,18.0,1,1,0,6.0,0,8,3.75
18,2.38,1,5.739248623236247,1,12.0,1,1,0,6.0,1,7,4.050000000000001
18,2.92,1,3.302826662139631,1,19.0,0,1,0,4.0,1,9,2.7
18,2.54,1,2.360785664555163,1,21.0,0,1,1,5.0,1,8,3.65
18,2.63,5,4.302214412441133,1,3.0,1,1,1,6.0,1,6,3.4250000000000003
21,2.68,1,7.214631354759278,1,27.0,1,1,1,5.0,1,8,3.3
18,2.33,1,2.870920959444029,1,8.0,1,1,0,7.0,0,5,4.175
18,3.12,1,10.893611144493097,1,18.0,1,1,1,6.0,1,6,2.1999999999999997
18,2.92,2,2.7164044253371644,1,1.0,0,1,1,4.0,1,4,2.7
23,1.1,6,5.918876214769871,0,27.0,0,1,1,7.0,0,5,7.25
21,2.34,2,4.729719930145293,1,29.0,0,1,1,5.0,1,7,4.15
20,2.3,1,5.9536727450756555,1,14.0,0,1,0,7.0,1,7,4.25
26,2.26,1,5.091698326282695,0,0.0,0,1,1,9.0,1,8,4.3500000000000005
18,2.34,6,2.8024316334420885,1,4.0,0,1,1,4.0,0,4,4.15
18,0.0,1,2.7122848651372475,1,3.0,1,1,1,4.0,1,8,10.0
19,2.81,1,7.138004141015547,1,17.0,0,1,0,6.0,0,7,2.9749999999999996
20,2.54,3,2.45355184761984,1,3.0,0,1,1,6.0,1,7,3.65
19,2.25,3,3.902415458271287,1,10.0,0,1,1,5.0,0,6,4.375
21,2.45,1,3.6018690304695387,1,16.0,0,14,1,2.0,0,6,3.8749999999999996
33,2.54,1,7.944155093773393,1,9.0,1,1,0,3.0,0,5,3.65
18,2.55,2,7.260179309324302,1,16.0,0,1,0,9.0,1,4,3.6250000000000004
21,2.99,1,8.884103548951853,1,5.0,1,6,0,3.0,1,7,2.5249999999999995
19,2.47,1,11.062199854521342,1,17.0,0,1,1,7.0,0,8,3.8249999999999993
33,2.55,1,9.200839937963435,1,6.0,0,12,0,4.0,0,7,3.6250000000000004
18,2.84,4,0.5759910991032301,1,14.0,0,1,1,3.0,1,4,2.9000000000000004
18,2.73,1,3.2755970606035314,1,5.0,1,1,0,4.0,1,8,3.175
20,2.62,3,6.563077197288272,1,1.0,1,1,1,3.0,1,7,3.4499999999999997
20,0.0,2,9.309998607587598,1,2.0,0,1,1,4.0,1,6,10.0
20,2.57,2,7.960939877565125,0,27.0,0,1,0,3.0,1,6,3.575
19,2.53,1,9.224941487957517,1,7.0,0,1,1,3.0,0,9,3.6750000000000007
19,2.35,3,2.677779314550416,1,27.0,1,1,1,6.0,0,6,4.125
21,2.51,3,9.04057220634276,1,10.0,1,1,1,6.0,0,9,3.7250000000000005
26,2.46,1,7.164273501666375,1,16.0,0,1,1,7.0,1,7,3.85
21,0.0,1,10.15141557482295,1,4.0,0,1,0,6.0,1,7,10.0
18,2.47,4,2.0926730383794956,1,21.0,1,1,1,6.0,1,7,3.8249999999999993
27,2.17,1,4.823351667871567,1,11.0,1,12,0,8.0,0,7,4.575
20,2.6,1,8.210091910266847,1,19.0,0,1,1,6.0,1,4,3.5
21,2.51,1,5.301054920989926,1,12.0,1,14,0,10.0,0,5,3.7250000000000005
18,2.84,1,3.6800369820685734,1,13.0,1,1,1,6.0,0,6,2.9000000000000004
20,2.44,1,10.100451533171693,1,5.0,1,14,1,6.0,0,5,3.9000000000000004
18,2.5,1,2.6219981893896707,1,18.0,0,1,1,5.0,1,5,3.75
20,2.57,1,4.702869354924882,1,12.0,0,14,0,6.0,0,4,3.575
19,2.57,2,1.7161873668018015,1,16.0,1,1,1,6.0,1,8,3.575
20,2.77,5,10.277828843400696,1,25.0,0,1,1,6.0,1,7,3.075
20,2.52,1,5.198812876104365,0,7.0,1,1,0,5.0,0,6,3.7
20,2.58,1,7.984658562028908,1,5.0,1,14,0,3.0,1,8,3.55
19,0.0,3,2.207603269820146,1,7.0,0,1,1,5.0,0,5,10.0
18,2.75,1,0.472162617519872,1,25.0,1,1,0,7.0,0,7,3.125
18,2.49,1,5.98777969006993,1,26.0,1,1,1,8.0,0,4,3.7749999999999995
19,2.53,1,4.675538396302967,1,8.0,1,1,1,3.0,0,5,3.6750000000000007
19,2.75,6,8.688301497194201,1,5.0,1,1,1,4.0,0,6,3.125
43,2.5,1,2.5165224094887524,1,5.0,0,12,0,8.0,1,7,3.75
47,2.8,1,5.122068320214384,1,10.0,0,1,0,4.0,1,9,3.0000000000000004
23,0.0,1,6.0381142740783345,1,9.0,0,1,1,5.0,0,5,10.0
19,2.53,1,6.8214137032471225,1,17.0,0,1,1,3.0,1,9,3.6750000000000007
20,2.5,1,11.182881931865678,1,20.0,1,1,1,9.0,1,8,3.75
19,2.78,1,2.8477170285910165,1,20.0,1,1,1,2.0,0,9,3.0500000000000007
19,3.05,1,6.865377498554142,1,20.0,0,1,1,5.0,1,5,2.3750000000000004
19,2.71,1,1.673742614861868,1,2.0,1,14,1,4.0,0,6,3.225
39,2.56,1,2.475895083785303,0,19.0,0,12,0,5.0,0,6,3.5999999999999996
20,2.57,1,4.348688003705748,1,14.0,0,1,1,7.0,1,6,3.575
21,2.52,1,1.854810125162908,1,11.0,0,1,1,3.0,0,4,3.7
22,2.21,5,13.636926801118268,1,20.0,1,1,1,8.0,0,6,4.475
19,1.3,2,5.152264132748847,1,2.0,0,1,1,4.0,1,7,6.75
22,3.12,1,5.994369757288304,1,14.0,0,1,1,4.0,1,6,2.1999999999999997
19,2.47,2,8.556813737004727,1,15.0,1,1,1,3.0,0,3,3.8249999999999993
18,0.0,1,15.88376285201855,1,11.0,1,1,1,4.0,1,9,10.0
26,2.22,1,6.859230536748195,1,13.0,1,1,0,8.0,1,6,4.449999999999999
36,0.0,1,2.594881033129016,0,25.0,1,1,0,5.0,0,5,10.0
20,0.0,1,7.879935652338064,1,14.0,1,1,1,8.0,1,6,10.0
30,2.25,1,9.258670040310077,1,23.0,0,1,0,3.0,0,8,4.375
24,3.16,1,8.042242821978073,1,19.0,0,1,0,8.0,0,7,2.0999999999999996
26,2.25,1,7.084330734135386,1,22.0,0,1,0,3.0,1,6,4.375
19,1.2,1,8.19036665981558,1,9.0,1,1,0,5.0,1,8,7.0
34,2.39,1,8.648284114038185,1,16.0,1,1,0,9.0,1,6,4.0249999999999995
33,2.7,1,5.517422836305123,1,13.0,1,1,1,6.0,0,7,3.2499999999999996
19,2.24,6,6.909431045577295,1,25.0,1,1,1,7.0,1,5,4.3999999999999995
26,2.1,5,1.841867309160933,1,21.0,1,1,1,3.0,1,5,4.75
29,1.4,1,2.240520180817809,1,18.0,0,1,0,6.0,1,8,6.5
19,2.51,5,10.863679099099777,1,19.0,0,1,1,8.0,1,7,3.7250000000000005
18,0.0,1,8.568724839570102,1,10.0,1,1,1,2.0,0,4,10.0
29,2.33,1,3.810845638290256,0,24.0,1,12,0,4.0,0,8,4.175
21,2.41,1,8.713004792368045,1,25.0,0,1,0,9.0,1,5,3.9749999999999996
19,2.13,1,11.72257347633278,1,11.0,0,1,0,7.0,1,9,4.675000000000001
20,2.47,1,6.844825702457614,1,25.0,1,1,0,8.0,1,8,3.8249999999999993
18,0.0,1,2.006975952646452,1,10.0,1,1,0,8.0,0,7,10.0
18,2.42,3,4.6308680323034155,1,12.0,1,1,1,7.0,0,7,3.95
21,2.54,1,6.694755035623804,1,26.0,0,1,0,3.0,0,6,3.65
20,0.0,1,3.8823271489024123,1,8.0,0,1,1,8.0,1,4,10.0
30,0.0,1,3.9404093430145632,1,30.0,0,1,0,5.0,0,7,10.0
19,2.82,2,2.194737720047553,1,19.0,1,1,1,5.0,0,9,2.95
30,2.66,1,8.504707013906973,1,28.0,1,1,1,2.0,0,6,3.3499999999999996
22,2.24,1,5.143801635231208,1,21.0,0,1,1,7.0,1,5,4.3999999999999995
22,0.0,3,5.404423236183736,1,20.0,0,1,1,4.0,0,6,10.0
19,2.45,4,10.113854145198575,1,30.0,0,1,1,5.0,0,8,3.8749999999999996
21,2.36,2,2.330634334800615,1,23.0,1,1,1,4.0,0,6,4.1000000000000005
21,2.42,4,7.3449994812677675,1,20.0,1,1,0,5.0,0,7,3.95
21,0.0,1,2.6737617892475214,1,15.0,0,14,1,6.0,1,8,10.0
27,2.11,1,5.686110772860119,1,6.0,1,1,0,4.0,0,5,4.7250000000000005
32,0.0,1,1.3440340170229375,1,2.0,0,1,1,4.0,0,8,10.0
40,0.0,1,5.10327573154277,1,22.0,1,9,0,4.0,1,4,10.0
20,2.68,2,5.930241739681895,1,1.0,0,1,1,8.0,0,6,3.3
20,2.3,1,7.63309367335602,1,13.0,1,14,1,6.0,1,7,4.25
18,0.0,3,10.706402683909726,1,0.0,1,1,1,5.0,1,8,10.0
21,1.05,1,6.650443323850659,1,0.0,0,1,0,3.0,1,7,7.375
18,1.35,1,4.048661670097294,1,1.0,0,1,0,5.0,1,9,6.625
19,1.1,1,5.108574157017792,1,21.0,1,1,0,5.0,0,6,7.25
30,1.0,1,8.37505460062108,1,30.0,1,3,0,7.0,1,6,7.5
29,0.0,1,4.833910543845824,1,29.0,1,9,0,7.0,0,10,10.0
18,2.27,2,10.544620848648707,1,13.0,0,1,1,5.0,0,7,4.325
18,2.44,2,11.280071829825168,1,11.0,1,1,1,7.0,0,7,3.9000000000000004
22,2.31,1,3.224294454505535,1,19.0,0,14,0,9.0,1,8,4.225
27,0.0,2,6.511957610106142,0,30.0,1,1,1,7.0,1,9,10.0
20,2.82,6,4.441985577123696,1,5.0,1,1,1,7.0,0,6,2.95
42,2.87,1,6.985811130144215,0,9.0,0,2,0,8.0,1,7,2.8249999999999997
21,2.9,1,1.0337980846948844,1,7.0,0,1,0,5.0,1,7,2.75
23,2.47,1,16.12151716927743,1,8.0,0,1,0,5.0,1,7,3.8249999999999993
21,2.67,1,16.777838169302505,1,15.0,1,1,1,5.0,0,5,3.325
19,0.0,3,2.8097942092208776,1,10.0,0,1,1,3.0,0,5,10.0
40,2.51,1,3.4233557235481054,1,25.0,1,1,0,3.0,0,8,3.7250000000000005
22,2.24,1,10.02722696059309,1,4.0,0,1,0,4.0,1,8,4.3999999999999995
19,2.64,2,5.509864039276101,1,4.0,1,1,1,7.0,0,7,3.3999999999999995
24,2.58,1,3.646524946480793,1,11.0,0,1,0,7.0,1,6,3.55
21,2.28,1,1.891731324619398,1,25.0,0,1,0,7.0,0,7,4.300000000000001
18,2.82,4,5.997776184464183,1,6.0,1,1,1,8.0,1,7,2.95
18,1.15,3,3.4298491514106506,1,21.0,1,1,0,7.0,1,5,7.125
24,2.65,1,7.617601782349407,1,19.0,1,1,0,7.0,0,6,3.375
28,2.68,1,5.566478699146965,1,19.0,0,1,0,8.0,0,8,3.3
19,2.75,1,4.9330316898552775,1,6.0,1,1,1,5.0,1,5,3.125
28,3.0,1,10.040884805574553,1,5.0,0,15,0,6.0,0,7,2.5
18,0.0,3,2.688886531902127,1,5.0,0,1,1,9.0,1,7,10.0
19,0.0,1,6.489639092566723,1,29.0,1,1,1,8.0,0,9,10.0
19,2.57,1,10.689208991822255,1,3.0,1,1,1,4.0,1,5,3.575
21,1.38,1,13.893755613097692,1,10.0,0,1,1,5.0,0,6,6.550000000000001
18,0.0,3,2.51870017704875,1,16.0,1,1,1,5.0,0,7,10.0
19,2.78,4,4.717590097680971,1,11.0,0,1,1,7.0,0,8,3.0500000000000007
19,2.79,2,8.420195699577635,1,12.0,1,1,1,4.0,1,6,3.025
20,2.93,1,6.45057281929505,1,11.0,1,1,1,8.0,1,8,2.675
18,2.39,2,12.477395573219667,1,14.0,0,1,1,1.0,1,5,4.0249999999999995
20,2.97,4,12.449127815027847,1,25.0,1,6,1,2.0,1,4,2.5749999999999993
26,1.2,1,3.2218820214227732,1,2.0,1,12,0,3.0,0,7,7.0
18,2.93,4,1.752325236643507,1,0.0,1,1,1,7.0,0,8,2.675
58,2.4,1,4.057158221245194,0,29.0,1,1,0,9.0,1,8,4.0
18,2.69,2,7.422843378238939,1,16.0,1,1,0,4.0,0,6,3.2750000000000004
20,2.38,1,3.5334532365320244,1,23.0,1,1,1,3.0,1,6,4.050000000000001
20,0.0,1,3.4157192719907674,0,0.0,0,1,0,8.0,0,7,10.0
29,2.37,1,5.283483205518362,1,28.0,1,1,1,9.0,0,5,4.074999999999999
27,0.0,1,1.5085296472589969,1,8.0,1,3,0,4.0,0,4,10.0
21,2.63,1,4.900003817314565,1,28.0,0,1,1,5.0,1,8,3.4250000000000003
20,2.28,1,9.384478976518414,1,22.0,0,1,0,3.0,0,7,4.300000000000001
19,2.37,1,0.14338034205650058,1,17.0,1,1,0,6.0,0,4,4.074999999999999
22,2.62,1,3.7594555293990446,1,22.0,1,1,1,6.0,1,9,3.4499999999999997
19,2.57,3,3.7355022149022306,1,15.0,1,1,1,5.0,0,8,3.575
19,1.13,1,0.7198656755853987,1,7.0,1,1,1,7.0,0,4,7.175000000000001
23,2.52,3,2.810226829847679,1,12.0,1,1,1,7.0,1,5,3.7
18,2.64,3,3.7545644158070086,1,26.0,0,1,1,8.0,1,5,3.3999999999999995
19,0.0,1,7.346451278289717,1,19.0,0,14,0,8.0,0,6,10.0
20,2.43,1,10.041531093371532,1,16.0,1,14,1,5.0,1,4,3.925
19,2.69,4,5.1322967669388895,1,23.0,1,1,1,5.0,0,8,3.2750000000000004
26,0.0,1,3.2018400430749323,1,27.0,0,12,1,4.0,1,6,10.0
18,2.73,1,5.244285639014393,1,3.0,0,1,1,5.0,1,7,3.175
29,2.5,1,13.574743900516069,1,28.0,0,1,1,7.0,1,7,3.75
20,2.64,1,3.4262720396119786,1,14.0,1,14,1,7.0,1,7,3.3999999999999995
19,2.58,1,5.608328227657516,1,22.0,0,1,1,4.0,1,7,3.55
23,2.69,1,11.39985427939723,1,15.0,1,14,1,6.0,1,7,3.2750000000000004
25,2.47,1,1.5020596242575794,1,18.0,1,1,0,7.0,1,4,3.8249999999999993
18,2.63,1,1.8915999128226855,1,3.0,0,1,1,7.0,0,6,3.4250000000000003
19,2.57,3,4.742376622316557,1,0.0,1,1,1,2.0,1,6,3.575
18,2.53,2,4.255747439128979,1,30.0,0,1,1,7.0,1,6,3.6750000000000007
19,2.57,2,6.388068648903626,1,20.0,1,1,1,9.0,1,6,3.575
36,2.68,1,3.3144270243429435,0,10.0,0,15,0,4.0,1,6,3.3
20,2.37,1,8.437280628507501,1,30.0,0,14,0,9.0,0,5,4.074999999999999
20,0.0,2,7.094053777485536,1,14.0,1,1,1,4.0,1,6,10.0
18,1.1,1,8.23440514737417,1,2.0,1,1,1,6.0,1,5,7.25
